Discharge_Ss, Discharge_SI,    Discharge_SNH4,   Discharge_SNH3, Discharge_SNO2,Discharge_SNO3,  Discharge_SHPO4, Discharge_SH2PO4, Discharge_SO2,  Discharge_SCO2, Discharge_SHCO3, Discharge_SCO3,  Discharge_SH,     Discharge_SOH,  Discharge_SCa, Discharge_XH,    Discharge_XN1,   Discharge_XN2,    Discharge_XALG, Discharge_XCON, Discharge_XS,    Discharge_XI 
0.94, 3.01, 0.88, 0.26, 0.27, 0.41, 0.13, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.96, 2.16	
