River_Q, Discharge_Q, ALLRiver_n, ALLRiver_I, ALLRiver_B, ALLRiver_H, ALLRiver_L, ALLRiver_Temp 
0.24, 0.1, 0.03, 0.0012, 3.4, 0.2, 300, 18.3
