River_Ss, River_SI,       River_SNH4,   River_SNH3,   River_SNO2, River_SNO3,    River_SHPO4,    River_SH2PO4, River_SO2,    River_SCO2, River_SHCO3,   River_SCO3,     River_SH,     River_SOH,    River_SCa,  River_XH,      River_XN1,      River_XN2,    River_XALG,   River_XCON, River_XS,      River_XI
0.94, 0.0, 0.88, 0.26, 0.27, 0.41, 0.13, 0.01, 5.61, 0.1, 0.1, 0.1, 0.0000001, 0.0000001, 0.1, 100, 0.1, 0.05, 0.05, 0.1, 1.96, 2.16
