-1.9, 0, -0.012, 	0, 	0, 	0, 	-0.0083, 	0, 	-0.85, 	0, 	0.27, 	0, 	0.023, 	0, 0, 	1.0, 	0, 	0, 	0, 	0, 	0, 	0
-1.9, 	0, 	0, 	0, 	0, 	-0.012, 	-0.0083, 	0, 	-0.8, 	0, 	0.27, 	0, 	0.021, 0, 0, 	1.0, 	0, 	0, 	0, 	0, 	0, 	0
0,	0,	0.071,	0,	0,	0,	0.017,	0,	-0.77,	0,	0.25,	0,	0.017,	0,	0,	-1.0,	0,	0,	0,	0,	0,	0.23
-2.2,	0,	0,	0,	1.1,	-1.1,	-0.0062,	0,	0,	0,	0.39,	0,	0.032,	0,	0,	1.0,	0,	0,	0,	0,	0,	0
-3.7,	0,	0,	0,	-1.6,	0,	0.0021,	0,	0,	0,	0.86,	0,	-0.045,	0,	0,	1.0,	0,	0,	0,	0,	0,	0
0,	0,	0.071,	0,	0,	-0.27,	0.017,	0,	0,	0,	0.25,	0,	0.0025,	0,	0,	-1.0,	0,	0,	0,	0,	0,	0.23
0,	0,	-4.8,	0,	4.7,	0,	-0.019,	0,	-15,	0,	-0.32,	0,	0.65	0,	0,	0,	1.0,	0,	0,	0,	0,	0
0,	0,	0.071,	0,	0,	0,	0.017,	0,	-0.77,	0,	0.25,	0,	0.017,	0,	0,	0,	-1.0,	0,	0,	0,	0,	0.23
0,	0,	0,	0,	-21.0,	21.0,	-0.019,	0,	-22,	0,	-0.32,	0,	-0.033,	0,	0,	0,	0,	1.0,	0,	0,	0,	0
0,	0,	0.071,	0,	0,	0,	0.017,	0,	-0.77,	0,	0.25,	0,	0.017,	0,	0,	0,	0,	-1.0,	0,	0,	0,	0.23
0,	0,	-0.065,	0,	0,	0,	-0.011,	0,	1.0,	0,	-0.39,	0,	-0.028,	0,	0,	0,	0,	0,	1.0,	0,	0,	0
0,	0,	0,	0,	0,	-0.065,	-0.011,	0,	1.3,	0,	-0.39,	0,	-0.038,	0,	0,	0,	0,	0,	1.0,	0,	0,	0
0,	0,	0.058,	0,	0,	0,	0.0086,	0,	-0.6,	0,	0.26,	0,	0.018,	0,	0,	0,	0,	0,	-1.0,	0,	0,	0.4
0,	0,	0.029,	0,	0,	0,	0.0041,	0,	0.2,	0,	0.0018,	0,	0.0016,	0,	0,	0,	0,	0,	-1.0,	0,	0.95,	0.25
0,	0,	0.13,	0,	0,	0,	0.022,	0,	-0.15,	0,	0.32,	0,	0.019,	0,	0,	0,	0,	0,	-5,	1.0,	3.8,	0
0,	0,	0.13,	0,	0,	0,	0.022,	0,	-4.8,	0,	1.5,	0,	0.11,	0,	0,	0,	0,	0,	0,	1.0,	-5.8,	0
0,	0,	0.45,	0,	0,	0,	0.13,	0,	-3.8,	0,	1.2,	0,	0.075,	0,	0,	-8.7,	0,	0,	0,	1.0,	3.8,	0
0,	0,	0.45,	0,	0,	0,	0.13,	0,	-3.8,	0,	1.2,	0,	0.075,	0,	0,	0,	-8.7,	0,	0,	1.0,	3.8,	0
0,	0,	0.45,	0,	0,	0,	0.13,	0,	-3.8,	0,	1.2,	0,	0.075,	0,	0,	0,	0,	-8.7,	0,	1.0,	3.8,	0
0,	0,	0.058,	0,	0,	0,	0.0086,	0,	-0.6,	0,	0.26,	0,	0.018,	0,	0,	0,	0,	0,	0,	-1.0,	0,	0.4
0,	0,	0.029,	0,	0,	0,	0.0041,	0,	0.2,	0,	0.0018,	0,	0.0016,	0,	0,	0,	0,	0,	0,	-1.0,	0.95,	0.25
1.0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	-1.0,	0
0,	0,	0,	0,	0,	0,	0,	0,	0,	-1.0,	1.0,	0,	0.083,	0,	0,	0,	0,	0,	0,	0,	0,	0
0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	-1.0,	1.0,	0.083,	0,	0,	0,	0,	0,	0,	0,	0,	0
0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	1.0,	1.0,	0,	0,	0,	0,	0,	0,	0,	0
0,	0,	-1.0,	1.0,	0,	0,	0,	0,	0,	0,	0,	0,	0.071,	0,	0,	0,	0,	0,	0,	0,	0,	0
0,	0,	0,	0,	0,	0,	1.0,	-1.0,	0,	0,	0,	0,	0.032,	0,	0,	0,	0,	0,	0,	0,	0,	0
0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0.3,	0,	0,	1.0,	0,	0,	0,	0,	0,	0,	0
